cl_sig,pq_sig,cl,pq,delay,loss,mtu,idx,connections,user_sec,real_sec
p256,snova2454shake,x25519,bikel1,5,1,1500,0,238.0,,11.0
p256,snova2454shake,x25519,frodo640shake,5,0,1280,0,215.0,,11.0
p256,snova2454shake,x25519,frodo640shake,5,0,1500,0,219.0,,11.0
p256,snova2454shake,x25519,frodo640shake,5,0,576,0,195.0,,11.0
p256,snova2454shake,x25519,frodo640shake,5,1,1280,0,172.0,,11.0
p256,snova2454shake,x25519,frodo640shake,5,1,1500,0,195.0,,11.0
p256,snova2454shake,x25519,frodo640shake,5,1,576,0,134.0,,11.0
p256,snova2454shake,x25519,frodo640shake,5,5,1500,0,,,
p256,snova2454shake,x25519,hqc128,5,0,1280,0,52.0,,11.0
p256,snova2454shake,x25519,hqc128,5,0,1500,0,52.0,,11.0
p256,snova2454shake,x25519,hqc128,5,0,576,0,58.0,,11.0
p256,snova2454shake,x25519,hqc128,5,1,1280,0,55.0,,11.0
p256,snova2454shake,x25519,hqc128,5,1,1500,0,62.0,,11.0
p256,snova2454shake,x25519,mlkem512,5,0,1280,0,326.0,,11.0
p256,snova2454shake,x25519,mlkem512,5,0,1500,0,323.0,,11.0
p256,snova2454shake,x25519,mlkem512,5,0,576,0,331.0,,11.0
p256,snova2454shake,x25519,mlkem512,5,1,1280,0,278.0,,11.0
p256,snova2454shake,x25519,mlkem512,5,1,1500,0,218.0,,11.0
p256,snova2454shake,x25519,mlkem512,5,1,576,0,208.0,,11.0
p256,snova2454shake,x448,bikel1,5,0,1280,0,273.0,,11.0
p256,snova2454shake,x448,bikel1,5,0,1500,0,273.0,,11.0
p256,snova2454shake,x448,bikel1,5,0,576,0,293.0,,11.0
p256,snova2454shake,x448,bikel1,5,1,1280,0,185.0,,11.0
p256,snova2454shake,x448,bikel1,5,1,1500,0,179.0,,11.0
p256,snova2454shake,x448,bikel1,5,1,576,0,178.0,,11.0
p256,snova2454shake,x448,bikel1,5,5,1500,0,56.0,,13.0
p256,snova2454shake,x448,frodo640shake,5,0,1280,0,189.0,,11.0
p256,snova2454shake,x448,frodo640shake,5,0,1500,0,200.0,,11.0
p256,snova2454shake,x448,frodo640shake,5,0,576,0,184.0,,11.0
p256,snova2454shake,x448,frodo640shake,5,1,1280,0,147.0,,11.0
p256,snova2454shake,x448,hqc128,5,0,1280,0,49.0,,11.0
p256,snova2454shake,x448,hqc128,5,0,1500,0,51.0,,11.0
p256,snova2454shake,x448,hqc128,5,0,576,0,58.0,,11.0
p256,snova2454shake,x448,hqc128,5,1,1280,0,50.0,,11.0
p256,snova2454shake,x448,hqc128,5,1,1500,0,65.0,,11.0
p256,snova2454shake,x448,mlkem512,5,0,1280,0,307.0,,11.0
p256,snova2454shake,x448,mlkem512,5,0,1500,0,306.0,,11.0
p256,snova2454shake,x448,mlkem512,5,0,576,0,322.0,,11.0
p256,snova2454shake,x448,mlkem512,5,1,1280,0,258.0,,11.0
p256,snova2454shake,x448,mlkem512,5,1,1500,0,214.0,,11.0
p256,snova2454shake,x448,mlkem512,5,1,576,0,175.0,,11.0
p256,sphincsshake128fsimple,p256,bikel1,5,0,1280,0,74.0,,11.0
p256,sphincsshake128fsimple,p256,bikel1,5,0,1500,0,73.0,,11.0
p256,sphincsshake128fsimple,p256,bikel1,5,0,576,0,74.0,,11.0
p256,sphincsshake128fsimple,p256,bikel1,5,1,1280,0,76.0,,11.0
p256,sphincsshake128fsimple,p256,bikel1,5,1,1500,0,80.0,,11.0
p256,sphincsshake128fsimple,p256,frodo640shake,5,0,1280,0,65.0,,11.0
p256,sphincsshake128fsimple,p256,frodo640shake,5,0,1500,0,66.0,,11.0
p256,sphincsshake128fsimple,p256,frodo640shake,5,0,576,0,65.0,,11.0
p256,sphincsshake128fsimple,p256,frodo640shake,5,1,1280,0,58.0,,11.0
p256,sphincsshake128fsimple,p256,frodo640shake,5,1,1500,0,64.0,,11.0
p256,sphincsshake128fsimple,p256,frodo640shake,5,1,576,0,78.0,,11.0
p256,sphincsshake128fsimple,p256,frodo640shake,5,5,1280,0,,,
p256,sphincsshake128fsimple,p256,frodo640shake,5,5,1500,0,51.0,,12.0
p256,sphincsshake128fsimple,p256,hqc128,5,0,1280,0,33.0,,11.0
p256,sphincsshake128fsimple,p256,hqc128,5,0,1500,0,34.0,,11.0
p256,sphincsshake128fsimple,p256,hqc128,5,0,576,0,34.0,,11.0
p256,sphincsshake128fsimple,p256,hqc128,5,1,1280,0,40.0,,11.0
p256,sphincsshake128fsimple,p256,hqc128,5,1,1500,0,33.0,,11.0
p256,sphincsshake128fsimple,p256,hqc128,5,1,576,0,34.0,,11.0
p256,sphincsshake128fsimple,p256,mlkem512,5,0,1280,0,78.0,,11.0
p256,sphincsshake128fsimple,p256,mlkem512,5,0,1500,0,78.0,,11.0
p256,sphincsshake128fsimple,p256,mlkem512,5,0,576,0,78.0,,11.0
p256,sphincsshake128fsimple,p256,mlkem512,5,1,1280,0,95.0,,11.0
p256,sphincsshake128fsimple,p256,mlkem512,5,1,1500,0,69.0,,11.0
p256,sphincsshake128fsimple,x25519,bikel1,5,0,1280,0,83.0,,11.0
p256,sphincsshake128fsimple,x25519,bikel1,5,0,1500,0,84.0,,11.0
p256,sphincsshake128fsimple,x25519,bikel1,5,0,576,0,84.0,,11.0
p256,sphincsshake128fsimple,x25519,bikel1,5,1,1280,0,94.0,,11.0
p256,sphincsshake128fsimple,x25519,bikel1,5,1,1500,0,77.0,,11.0
p256,sphincsshake128fsimple,x25519,frodo640shake,5,0,1280,0,73.0,,11.0
p256,sphincsshake128fsimple,x25519,frodo640shake,5,0,1500,0,73.0,,11.0
p256,sphincsshake128fsimple,x25519,frodo640shake,5,0,576,0,71.0,,11.0
p256,sphincsshake128fsimple,x25519,frodo640shake,5,1,1280,0,85.0,,11.0
p256,sphincsshake128fsimple,x25519,frodo640shake,5,1,1500,0,74.0,,11.0
p256,sphincsshake128fsimple,x25519,frodo640shake,5,1,576,0,83.0,,11.0
p256,sphincsshake128fsimple,x25519,frodo640shake,5,5,1500,0,36.0,,11.0
p256,sphincsshake128fsimple,x25519,hqc128,5,0,1280,0,35.0,,11.0
p256,sphincsshake128fsimple,x25519,hqc128,5,0,1500,0,35.0,,11.0
p256,sphincsshake128fsimple,x25519,hqc128,5,0,576,0,34.0,,11.0
p256,sphincsshake128fsimple,x25519,hqc128,5,1,1280,0,40.0,,11.0
p256,sphincsshake128fsimple,x25519,hqc128,5,1,1500,0,37.0,,11.0
p256,sphincsshake128fsimple,x25519,hqc128,5,1,576,0,41.0,,11.0
p256,sphincsshake128fsimple,x25519,hqc128,5,5,1280,0,38.0,,11.0
p256,sphincsshake128fsimple,x25519,hqc128,5,5,1500,0,26.0,,11.0
p256,sphincsshake128fsimple,x25519,mlkem512,5,0,1280,0,85.0,,11.0
p256,sphincsshake128fsimple,x25519,mlkem512,5,0,1500,0,86.0,,11.0
p256,sphincsshake128fsimple,x25519,mlkem512,5,0,576,0,86.0,,11.0
p256,sphincsshake128fsimple,x25519,mlkem512,5,1,1280,0,,,
p256,sphincsshake128fsimple,x25519,mlkem512,5,1,1500,0,55.0,,11.0
p256,sphincsshake128fsimple,x448,bikel1,5,0,1280,0,78.0,,11.0
p256,sphincsshake128fsimple,x448,bikel1,5,0,1500,0,79.0,,11.0
p256,sphincsshake128fsimple,x448,bikel1,5,0,576,0,79.0,,11.0
p256,sphincsshake128fsimple,x448,bikel1,5,1,1280,0,71.0,,11.0
p256,sphincsshake128fsimple,x448,bikel1,5,1,1500,0,73.0,,11.0
p256,sphincsshake128fsimple,x448,bikel1,5,1,576,0,89.0,,11.0
p256,sphincsshake128fsimple,x448,frodo640shake,5,0,1280,0,70.0,,11.0
p256,sphincsshake128fsimple,x448,frodo640shake,5,0,1500,0,72.0,,11.0
p256,sphincsshake128fsimple,x448,frodo640shake,5,0,576,0,69.0,,11.0
p256,sphincsshake128fsimple,x448,frodo640shake,5,1,1280,0,92.0,,11.0
p256,sphincsshake128fsimple,x448,frodo640shake,5,1,1500,0,69.0,,11.0
p256,sphincsshake128fsimple,x448,hqc128,5,0,1280,0,35.0,,11.0
p256,sphincsshake128fsimple,x448,hqc128,5,0,1500,0,34.0,,11.0
p256,sphincsshake128fsimple,x448,hqc128,5,0,576,0,36.0,,11.0
p256,sphincsshake128fsimple,x448,hqc128,5,1,1280,0,45.0,,11.0
p256,sphincsshake128fsimple,x448,hqc128,5,1,1500,0,35.0,,11.0
p256,sphincsshake128fsimple,x448,hqc128,5,1,576,0,39.0,,11.0
p256,sphincsshake128fsimple,x448,hqc128,5,5,1280,0,34.0,,11.0
p256,sphincsshake128fsimple,x448,hqc128,5,5,1500,0,31.0,,11.0
p256,sphincsshake128fsimple,x448,mlkem512,5,0,1280,0,85.0,,11.0
p256,sphincsshake128fsimple,x448,mlkem512,5,0,1500,0,83.0,,11.0
p256,sphincsshake128fsimple,x448,mlkem512,5,0,576,0,84.0,,11.0
p256,sphincsshake128fsimple,x448,mlkem512,5,1,1280,0,112.0,,11.0
p256,sphincsshake128fsimple,x448,mlkem512,5,1,1500,0,83.0,,11.0
rsa3072,falcon512,p256,bikel1,5,0,1280,0,198.0,,11.0
rsa3072,falcon512,p256,bikel1,5,0,1500,0,202.0,,11.0
rsa3072,falcon512,p256,bikel1,5,0,576,0,204.0,,11.0
