cl_sig,pq_sig,cl,pq,delay,loss,mtu,idx,connections,user_sec,real_sec
p256,sphincsshake128fsimple,x448,hqc128,5,5,1500,0,59.0,,11.0
p256,sphincsshake128fsimple,x448,mlkem512,5,0,1280,0,156.0,,11.0
p256,sphincsshake128fsimple,x448,mlkem512,5,0,1500,0,152.0,,11.0
p256,sphincsshake128fsimple,x448,mlkem512,5,0,576,0,158.0,,11.0
p256,sphincsshake128fsimple,x448,mlkem512,5,1,1280,0,204.0,,11.0
p256,sphincsshake128fsimple,x448,mlkem512,5,1,576,0,164.0,,11.0
rsa3072,falcon512,p256,bikel1,5,0,1280,0,308.0,,11.0
rsa3072,falcon512,p256,bikel1,5,0,1500,0,317.0,,11.0
rsa3072,falcon512,p256,bikel1,5,0,576,0,269.0,,11.0
rsa3072,falcon512,p256,bikel1,5,1,1280,0,223.0,,11.0
rsa3072,falcon512,p256,bikel1,5,1,1500,0,161.0,,11.0
rsa3072,falcon512,p256,bikel1,5,1,576,0,223.0,,11.0
rsa3072,falcon512,p256,frodo640shake,5,0,1280,0,232.0,,11.0
rsa3072,falcon512,p256,frodo640shake,5,0,1500,0,269.0,,11.0
rsa3072,falcon512,p256,frodo640shake,5,0,576,0,190.0,,11.0
rsa3072,falcon512,p256,frodo640shake,5,1,1280,0,118.0,,11.0
rsa3072,falcon512,p256,frodo640shake,5,1,1500,0,151.0,,11.0
rsa3072,falcon512,p256,frodo640shake,5,1,576,0,134.0,,11.0
rsa3072,falcon512,p256,hqc128,5,0,1280,0,98.0,,11.0
rsa3072,falcon512,p256,hqc128,5,0,1500,0,98.0,,11.0
rsa3072,falcon512,p256,hqc128,5,0,576,0,100.0,,11.0
rsa3072,falcon512,p256,hqc128,5,1,1280,0,88.0,,11.0
rsa3072,falcon512,p256,hqc128,5,1,1500,0,110.0,,11.0
rsa3072,falcon512,p256,hqc128,5,1,576,0,79.0,,11.0
rsa3072,falcon512,p256,hqc128,5,5,1500,0,55.0,,11.0
